content,predicted_topic
"This used to be a great app until RTS bought it. Now it's just a shitstain on the trucking industry. You used to be able to get advance notice of what the scales are doing. Now you only get a green or red W to show the location of the scale. You also used to be able to leave a review, but now you need an account so they can get all of your personal information. What a JOKE!",4
Trucker path used to be good. But iver the past few days it may or naynot work depending on its mood. Now today. Nothing works. Nothing but errors and can't login in try sgain later and cant manage my paid membership. Can't do anything!!,3
"Would have given it 3 stars until today... Now all I can get is ""error happened"" turned into a pos",0
Error on everything. Nothing works! Guess I'll cancel my subscription since this seems to have been happening for a number of days with no answers from the creator. Why pay for something that's useless? Waste of hard earned money!,3
So concerned with adding ads and pay tiers you ruined your own app constantly crashing,0
Crappy app used to tell you when the weigh stations were open now all it does is says error,4
"Used to work... but lately it will not let me route my driver thru the way they want. Whatever you did to it made it unusable to all but those forced to pay for so called ""premium services""; the same services that used to be free. Capitalism at it finest, making money off of hard-working, blue collar, essential workers. I will be dumping this app after this comment. Shameful!",0
Don't waste your time,1
APP HAS STOPPED WORKING TODAY! CANNOT EVEN LOG INTO ACCOUNT,0
"I was a good app a few years ago, now if has nothing but ads on top of ads. When an ad isn't coming up it's still using a ton of data and none of the information on the truck stop will load.",1
Every time I need the app the most is when it don't want to work and doesn't show me the parking status.,3
Maps is not working since the update will not find any off the Addresses I put in will not even try to,0
This App Sucks as of Today!!,0
Too expensive for so little,0
This used to be good. It has become unusable of late. The truck stop reviews and comments are censored. I actually bought a paid subscription version but the paid full featured version went away as soon as the app was updated. Speaking of updates. They are constantly updating the program. Every update makes the program less usable. There has to be a better solution,3
It crashes constantly...horrible,0
It takes me to roads that big rigs should never be on and it's always a round about route,0
This app has become super buggy to the point of useless! It is forever telling me it cannot route because of no internet connection when I most certainly have internet.,0
Dissatisfied!!!,0
Horrible. Used to be great.,3
"it will ask you to give them all of your money every minute, BIG SCAM",0
"Pretty sad that a tool like this app is being used for hook ups and prostitution. The forum will be the reason for the apps demise. Just like the CB, people abuse it and those that know how to act right stop using it to avoid the nasty trash thinking with their crotch not their brain.",3
"Up to today, the app worked fine. Today, every time that I typed in an address, the app says ""No Results Found "". I uninstalled it, reinstalled it and it still says ""No Results Found"". I will be canceling my subscription to the app until the app is fixed.",0
"The best app before 2 years. Now is only money want app. They Hide half of every truck stop! This is racism to truck drivers!!! After every update is going bad and more bad! Free trucker app, haha you must hide this picture!",1
This app sucks.,0
"#SMH Not worth $30 a month but very useful app, I started using this years ago and it has always been a really good resource i can't put enough on that, but as far as navigation gose its horrible, it constantly stops, it wants me to do u turns in the middle of my trip or if you add stops for your break it won't continue, they need to go back to the drawing board with this..... i think everyone with a cdl should have this app and i wish the navigation worked but till then its 2 stars for me",0
Map lead you off truck routes,4
Unfortunately doesn't work,0
"I used to be happy with this app, but recently it has been bombarded with ads. Sure they will go away if you pay for premium. To me it has outlived its usefulness. I can download truckstop aps and Google map rest areas all with out commercials. Was great before all the ads started.",0
"Used it for finding scales, truck stops, and walmarts. Deleting due to their customer service constantly harassing me about buying the subscription. I have told the same guy multiple times i am NOT paying to look for truck stops. He keeps calling me weekly. Too bad, i liked the app. Have fun, truckers path. Looks like youre going to be on the downfall.",2
"wont stay up keeps error blacks out, i have to Uninstall and reinstall app everyday to get it to work this is totally ridiculous",0
"Get rid of the forums. ASAP!!! Was a great app, now it's been putting ads in it. About to Delete it al together.",4
Tolls prices are incorrect,0
Been using this app for 3yrs now for free and slowly you started eliminating info. and want to charge a ridiculous fee per month!! HEY DRIVERS DONT PURCHASE THIS APP GO PURCHASE A RAND AND SAVE YOUR #$,1
Was good. Now try using this with ads while driving? It's like they want to kill us or make themselves unusable. I can't pull over every 30 second to clear the ad windows.,0
"Got roped into a subscription. Said it would be easy to cancel. Made four payments with no benefits. Would love to cancel, apparently not possible. Stay away...",0
Don't use it as truck navigation. It will send you through no truck zone. It happened with me. Some of good truck stops not shown on map anymore. I've canceled my subscription. This app is eating too much power and data. Showing wrong diesel prices most of the time. It was very good app. Not anymore. Very overpriced right now,3
Need to update parking..half the businesses or places listed for parking DO NOT ALLOW parking or have no parking at all. Also app use to be free and now it cost...if Google maps were trucker friendly I would be using them..at least they are free....,1
I can't get any navigation or routing to work over the past couple days. Very disappointing considering I have to pay for this. Fix soon or I'll be canceling my subscription.,0
You'll run out of fuel waiting for this app to load. Deleting it,0
"They used to have a useful app here. Unfortunately, I contributed to this community for years by leaving updates and reviews. Now this is a pay app. The free version has so many ads and so many features restricted it is fairly useless. The pay version claims to offer truck navigation; however, it performs terribly. Suggests ridiculous routes and then freezes during use.",3
"When i first downloaded this years ago, it was wondwrful for us truckers and i literally told every trucker i know to download it. However, NOW they are charging truck drivers for this app, and instead are allowing cars to use this for free. I will no longer be telling truck drivers about this app, and instead will tell my trucker buddies to delete it. I am deleting it as well. I do NOT reccomend this to any truckers.",0
"Your typical corporate app. Started as free 4 years ago and now they want to charge for navigation. Really? I'm old school. I want to see the benefit of paying for something. Especially when it started free. At $10 a month, I can actually buy a truck GPS with much better features than this app. I guess I'll be deleting the app.",2
"When I decided the app did not work for me the way I figured it would and decided to unsubscribe, it would not cancel my monthly premium. Still paying for something I do not want. Buyer beware on paying for a subscription.",0
"Worked great till last update. Now it doesn't want to do optimized truck routing, only car. I've chosen this over a GPS. Might be time to change that. Good bye gold subscription. Update called and spoke to a rep that stated it had to be bumped up to the next level. I'll receive a call back in 24 hours. Well it's been 5 days. No call yet. Great customer service 5 stars...",0
Four years ago I gave the app a single star because the developer required a rating before you could even open the app. Today I'm not changing the one star rating because this isn't a trucker friendly app. 10 out of every 11 truck stops aren't truck stops. Those stops can't even accommodate a single truck on their lots. I guess developer thinks he's fooling us when all he's doing is infuriating us. I had stopped using the app shortly after installing and that's the new game plan.,2
I'm subscriber to this app but it's stupid app you put truck route and it will ask you to take U turns in a very tight place where you barley take a U turn with a car. And also won't show you which direction you have to go just 1-40 won't tell you west or south so get ready for alot of wrong exits if you driving a semi truck. And it crashes all the time all the time yes. simple word's is stupid navigation for trucks. This app only good for checking rest area and gas station parking spots.,4
"Piss poor, advertise, takeaway features, then want to charge",0
Useless nothing but ads trying to sell stuff,0
Today is Monday June 1st app is dead Frozen on places shows nothing,0
I want to cancel my subscription and stop the monthly charge.,3
Some looses GPS signal app not worth paying not able to edit routes,0
This app is totally f'd up and disgusting. How in the hell are you going to allow anyone to post pornography on this app? There's homosexual pornography posted all over this app. This isn't what this app should be about and it serves no real purpose to improve the quality of life on the road for Truckers.,0
"Been trying to cancel this membership for a year and with no real assistance. I have been sent instructions on how to do this but when I get to the last step where the unsubscribe button is to be, there is no such button. Customer service has been rude and they claim I have no account with them but they are taking money out but how is that possible?",0
Damn wts up with all the ads this sucks,0
App is malfunctioning and doesn't see an internet connection when there is an internet connection,0
I doesn't work... It used too but not no more... It doesn't even let me download it....,0
"Moderators should stop censoring reviews. If you're a truck driver, you've got bigger fish to fry than losing sleep because you read a dirty word. Another censored comment on your app just cost you another star, douchebags!",2
Lots of ads UI is not user friendly,0
"i can not believe, I payed money for this constantly appearing ""no internet connection"" message! Guys, my work depends on reliable navigation!",0
"Now the ""add review"" isn't even an option....",0
"Dropping to 1 star. Downgraded app version to where it was smooth and simple 1. Who really use their navigation? 2. Do you really need their predictability of parking? Most of you can predict parking month ahead lol 3. Why make it complicated? Why add so much stuff which is not needed or used . Keep it simple please: Truck stops with ez to see fuel price and button to navigate (let drivees use their navigation app) , etc Less swiping, clicking and closing PLEASE",2
"Gold member $100 to use the gps ??? So ridiculous, i use another truck gps app with a fantastic services and great info on POI, everything i need for half of price.. trucker path use to be so great but..... now is not even worth it.. lucky you getting 1 start.",2
Each update make it worth and worth. It is something amazingly stupid how they think truck drivers use their app,2
For years this app was free and useful.. I got out of trucking for a couple years now I'm back in it now you have to pay and no one updates it.. bunch of garbage if you tell me.. anyone know of a good app to find truck stops for free?,3
"March update bad. At first, this was just a great 👍 app. Now, there are many useless functions.",2
"1 star for paid app, it offers worse navigation Ive ever used, half of the time even that is not working. Best case scenario when is working, UI is so bad, it will cost you some nerves as well. 3 star for free option, too many ads, it was 5 stars 1.5 years ago",0
"I used to love using this app till all the updates it was simple and very easy to find what I needed I used to could put in a route and find what I needed now it's so confusing, the ads are irritating, the list to see truck stops, weigh stations and rest areas It don't show the only thing that you can see is the map and can't see list view I am looking for a replacement app the paid version is worse y'all messed up a perfectly fine app",1
When you decide to willy Nilly show places the user isnt looking for or have selected you have made it nearly impossible to find what it is they actually need to see. Thanks for ruining your ap in an attempt to further monetize a rapidly worsening app. 1/10 now would not recommend Edit: pretty sure it's not a bug. It looks like paid placement like in google maps,1
Not working,0
The map version of this app is horrible. Its tried sending me down 4 ton weight limit roads on multiple occasions. This app will get you into hot water fast. At least the mapping side of it.,0
I've called twice the 1st time I waited over half an hour before told me to leave a message and I'll be dammed if I wanna wait another half hour for another message To put it simply your customer service sucks. I just checked in again their technical staff is useless the app is Worthless and I do not recommend it at all the only thing it's good for is finding truck stops,0
Just an absolute garbage app. I cannot believe these people have the audacity to charge $30 a month for a product that does nothing of what it promises to do.,0
This app gets worse after every update.,0
No good!,0
I'm sick of the ads. This app was perfect before. 😠,0
The ads they have put on this app are making it unusable it used to be good I'm removing it from my phone good luck,3
My cc account was automatically being billed without prior approval after free 7 days. This app is terrible that's why I never used it.,0
Used to be able to see things with out going thru fifteen different things to get where u r going app sucks,0
"Suddenly it's being littered with ads. I wonder if maybe fb bought this app. Seems like they're buying all the other ones we use. Maybe time to find another one?? Was going to suggest to correct info at the Obetz, Ohio Loves Truckstop. It wouldn't allow me to. The said truckstop on app shows 100+ parking slots, they have at BEST 1/3 of that.",0
Congratulations! You've ruined a great app. You've put so many useless icons and other things on the screen that I can't see the routes.,4
Used to be a good app but now it's full of racial comments disrespectful and threatening comments and anything you post very tried to contact customer support to let them know zero communication back,3
"Just updated app can't even use it now. I dont understand why these tech think they need to go and twerk the little nuisances and to ""TRY"" and make it better. If it broke dont fix it common sense. Now it doesn't work at all",1
I'm with the other 45 reviews. More pop up ads than ever before. Almost to the point of unistalling ap for good.,0
"Since last update, crashes all the time!!! Bring back the old version!!! They want you to pay 200$ annually if you don't, the ads will suck the life out of you! I'M VERY F*****G DISAPPOINTED!",0
"By all means... DO NOT USE THIS App if you're a trucker. It will take you thru roads and twits and turns that are not for an 18 wheeler even if you set it up. It will take you on a tour of the city on your last 3 or 4 miles of your trip. It will loose signal if you try to make it work on the background, ect... If you don't heed my warning get ready to get pist, curse and go ballistic when you least expect it... GOOD LUCK",2
The app was purchased at $100 by accident. I don't even have trucks running and I've haven't been able to cancel the account or get a refund.,0
This app used to be very helpful but recent changes have really hurt it's usefulness. Even the things they were very good at are now crappy. Too busy trying to be everything to everyone.,3
I used to love this app. I am truck driver so I use it a lot. I also paid the $100.00 yearly subscription for the GPS function. But it seems to hardly work now. I liked it because it would always take me around streets that trucks are not allowed on. Please help with this information. If continues will not be getting new subscription for GPS!,2
"Use to be a great app, but with all good things they decide to ruine it with annoying ads.",4
"I have been trying to cancel this subscription since i signed up for the free trial and they have now charged me and refused to respond to my requests for support. First, their app loses all function i normally use if you are in navigation mode (which made me stop using it day 1) and the navigation isn't much better than google. I'm out of work and can't reach a soul to get relief. Customer service is less than one star as i have been completely ignored. Don't be fooled.",0
"They are crooks, wont let you unsubscribe",4
This used to be a great app. At this point it is almost totally useless you cannot do truck routing unless you pay the ridiculous fee of $10 a month and no one in the right mind would ever pay that for such a garbage app. The retards that develop this app are intentionally sabotaging it so we can no longer use it for truck routing.,4
"Since they introduced the paid version, the app gets worse and worse. Keeps crashing, says I don't have internet when I have strong signal and it's giving stupid routes which a car won't take, not speaking of a truck.",0
"used to be great, now total junk",3
They sold out to some Chinese company. Now it's full of nothing but ads trying to push you to buy the paid.. Unless app now glad there are others to replace it.,0
The app suddenly stopped working,0
"Used to be great. Now requires an account to do ANYTHING. Yet another way to suck more personal information from the user. Each update adds more and more feature creep. Whatever happened to ""just"" truckstops, weigh stations, and Walmarts? A ""lite"" version would be a godsend...",4
5 May 2020 This used to be a good app. Now it has a bunch of useless features and so many ads that I'm going back to paper maps and a truck stop book instead of paying over $100 a year for features I will never find a use for.,3
"Their pop up ads are dangerous and reckless. The app is barely functional anymore. You used to be able to use this app fairly easily while driving to figure parking, fuel prices, or scale status. Anymore with all the adds and them trying to get you to upgrade it's too dangerous.",4
THIS APP IS TOTALLY UNUSABLE EVERYTHING YOU CLICK ROLLS A 30 SECOND UNSKIPPABLE AD TOTAL JUNK,0
This app. Used to be really helpful I used to love it!!! now they want money and it's stupid how much it costs $30 a month or $300 dollars a year!!! A YEAR!!!! I'm going to find something else!!!,3
Smh what happened,0
"Pervasive ads much? This app used to be my go to, I am now on the hunt for a different app because the ads have gotten way out of hand. I know they need to make money, and I would gladly pay to remove the ads, but the paid app options are ridiculously pricy when all I want is to remove ads.",2
I didn't authorize this account transaction!!,0
Used to be great all the years before they got greedy.,3
Sorry about your ap 😔 you have turned it into trash.,0
Used for years and loved it . But now it dont work. Should have continued without all the changes,0
Ads galore and now they are starting to make using Google maps more difficult with the app. I'm sure soon enough they'll get rid of it so you have to use their premium or jump through hoops.,1
This app is worthless takes you out of route. I think you should be refuned. It has not work right for 2 months.,0
"Hello, I understand there is a paid version. I don't think....that should mean forcing people to watch an ad, or having another ad pop up when you return to the map is over the top. (Ridiculous.) There should be a darker, or colored line to make state borders (More defined.) Also, the updates since your initial launch have made the App look more, and more ""cartoonish."" A more professional, even military look would bring more subscribers... Looks like it was designed for 12 year olds.",0
"If I could I'd give zero stars! This used to be a Great app. Now they have gotten money hungry and destroyed the app. Now has ads that block part of the screen. Used to give you 3 routes to pick from, now only one and its NOT EVEN A TRUCK ROUTE! Tells you it's a car route. And the current location is waaayy off. Why call it Trucker Path. Just sad how everyone is trying to squeeze money out of truck with as much as we do.",4
Used to be the best app and tool in my toolbox now this app is completely junk. Needs to update truck stops. Has a million ads now and they runied the easy interface.,2
"Uninstalled today... I understand the app runs a route for automobiles, but sadly for some reason your routing adds anywhere from 70 to 100 miles more than the shortest available route. With your last reply, I can say that it's no longer a useful app... It's become all about getting money from memberships. Back to the book for truckstops.",0
This used to be a Great app. Knew when scales were open or Not. With upgrade? No telling at all. Hope someone comes up with New App like Truckers Path used to be !!,4
Slow inaccurate data. Can't trust this app...!,0
a lot of advertising and it is dangerous when you open the application when you drive I do not recommend this application...I try to take a screenshot but the application looks black on the picture.,0
"""Free trial"" is bs since it won't let you cancel until after you pay. And of course I can't find a phone number... Developers are getting money hungry... pop up ad crazy with ads that require interaction, some multiple times. It used to be a useful app... now I'm uninstalling.",4
"so much improvement is needed, its 2020, and I cant change something simply from 24 hour clock format to 12 hour clock format, 70% of the time, the gps doesn't give me the exit, it just says oh this is the end of trip, flat in thw middle of the highway, doesnt take me off the exit, up the road that literally the locations address is, GOOGLE MAPS, has no issue bringing me to this address, another thing, it likes to make u turn down country rds that are tight as ever.",1
Not telling me whete a truck wash is,0
"What a great idea full screen adds with audio on, and now it's crushing probably because of that. Used to be a good app, not anymore",3
"Too many ads, not worth paying for the premium, going to uninstall.",0
Should be free,0
"Too bad I had to give you a star because you don't even deserve that. Perhaps your development team could find more ways to screw up a wet dream. Just once, can truckers have an app for themselves instead of catering to the public like the truckstop do? This is so pathetic. I get so sick and tired of being looked at as a second rate citizen and thought of as a field hand slave. The public used to identify people like that by another name. Too bad nobody listens to us.",0
"Was Essential for all otr truckers... HOWEVER, the recent update of ads that play when opening and the popup ads decentivizes me (and others) to not update parking for other truckers. I've noticed the last few weeks that accuracy has plummeted. I ain't paying a monthly fee, maybe one time fee but no d*** monthly fee.",2
The ads are getting ridiculous this app is about unusable anymore,0
"This app was so much better before all the ads. Its garbage now, might as well by the book from the truck stop.",0
"Good job turning what was my go-to routing app for many years into a useless p.o.s. What a joke. Searching place names and routing to them is now nearly impossible. The map screen is filled with useless junk nobody is interested in and has zero routing functionality now. Goodbye Truckers Path. You were a great app, once; too bad you felt the need to fix what wasn't broken. Want to make money so bad, Trucker Path? Ditch this garbage version and bring back the old app for a nominal fee.",4
Was once a great app not so much now to many adds and will not find alot of places you search for I no longer recommend this app just use Google maps and a truck stop book,1
Way too many ads. it's hard to navigate anything having to watch all the ads. Very frustrating,0
Throw the whole app away 🚮,0
It tells you that there is no internet signal when you try to trip plan,0
"I don't know what happened to this once good tool for myself, but now it won't open, it crashes every time I open it. Reinstalled it's still continues to crash",2
Too many ads,0
They moved to full on pop up ads for fake games,0
"This app. Crashed on 04/22/2020, it was reportedly fixed the next day. I have been trying to upload the update for 12 hours and then deleted to start over. Its been loading, again for 6 hours and still nothing. I cleaned my drive and restarted before uploading attempt the second time to no avail.",0
Can't login to my account. Sent three messages to support the other day. No response,0
This ust to be a decent app for truckers now it sucks and trucker path wont respond to my emails. Everytime I try to use this app is says no internet connection.,2
App doesnt work,3
ADS ! 👎👎👎👎👎👎👎👎👎👎👎👎👎,0
"Perfect example of ruining a good app. I've been using this app for years, now all of a sudden they're trying to do too much on the main screen. ""Search POI, address"" tool gets in the way. Too much noise on the screen to move out of the way....",1
"Everyone is capitalizing, except the drivers. Was a great app to find parking. Now, it's overwhelmed with ads. Almost unsafe when a video ad pops up as you're driving, very distracting. It nags you to buy a monthly payment, even as drivers are struggling themselves worrying about their family's finances in this troubling time. The user base has dwindled drastically because of the ads. Many parking areas have days and weeks since a last parking update, because no one is using this app anymore.",1
"This app used to be good, it ain't worth a damn now",3
"Was 5 now 1 stars. So I understand that developers need to have some ads in order for us to get app for free, but this is getting ridiculous!! What really pisses me off is that it keeps asking me if I want to buy the damn app! I literally only use this app in order to find truck parking. I don't need or use any of the other features on here. SO STOP ASKING! $4.99 a month or whatever it is is absolutely ridiculous. If you fools were smart you'd just charge a one time flat rate. Then I'd buy it.",2
"So many adds now, plus it start messing up. Use to be good one. Looking for something else",0
"uninstalled, too many annoying ads. Developer does that to get morons to pay for this. There are better and cheaper ways to find out what you need.",0
used to be great before all the ads now it wont even open,3
Garbage. Went from being best app for truckers to find parking. Now its filled with ads and constantly freezes up.,0
"So, where do I start? First, developers somehow managed to cram 32 trackers and 22 permission (according to Exodus Privacy) in this app. Holy sh!! That's a lot. Some of those are understandable like Location but most are there just to siphon off as much data from your phone. Second, there's an advertisement in EVERY SINGLE PAGE along with few full screen pop ups. TruckerPath more like AdvertPath. Also, filters dont work because truckstops pay money so you can NOT filter them out. Uninstalled.",4
Very more spam and need ad you mail... Why's I don't recommend it's bad program and not sure price on disel...,0
Are you crazy? 100$ for the app]😂😂😂 remove those ads otherwise we are all delete the app,0
This app is worthless without users and they're leaving in droves. Intrusive ads are unacceptable. See Ya... Bye-Bye... UNINSTALLED.,0
App no working,0
"Can't even open the app no more! Just keeps crashing! Navigation is no better than the Google maps. C'mon people, what have you done with a perfectly good app!",3
"Was great, ads. Ads make it impossible. Used to be a wonderful app you could safely glance at while driving. Now, 30 second full screen ads constantly flood the app making any use of it impossible.",0
App has been crashing as soon as I open it lately. Reinstall attempts getting stalled at 75% repeatedly.,0
"What used to be a great app is going downhill fast (I now rarely open it). There are duplicated pins for the same location all over the country. Information about a particular stop is often far from correct and does not seem to be edited often. Some locations, such as Loves Country Stores, simply shouldn't be present (some of these locations would be a challenge for a bobtail truck). Location reviews are often filled with questions instead of reviews. Not a trustworthy app overall.",4
Can't log on to app sent many emails to company no response.,0
Too many ads?????,0
Not going to buy an app that keeps telling me I have no internet connection when I used the internet to download the app.,3
Well it used to be usable. Since they got greedy app crashes all the time and people don't update parking anymore. Can't wait to find the next app that works as well. This one is going the way of MySpace.,0
Slow one driver will post lots of parking 2 minutes lot is full cant trust it drivers playing games,0
It's been kicking me off the last few days 😡 what the heck!,0
HATE THE NEW VERSION. NO PLACE TO UPDATE PARKING STATUS!!! as a driver not being able to update makes it harder on other drivers to find places to park,1
"It was a terrific tool before the ads, and premium cost plan showed uo. Just more greed and less usfulness. We often are looking at it for short and fast answers to make split second decisions. Go back to how your ap served our needs without ads anx youll get a thank you and 5 stars.",0
Please restore the old app this version sucks,0
No one bothers to update parking and now they are pushing ads down our throats,0
This app is such a joke now. I use to recommend it to every trucker I could but I whole heatedly advise not downloading it if u have another option solely bc of all the ads,0
"Can't update the scale status if I don't pay? 😂🤣 Y'all really tripping! The ad bombardment are just retarded. Another great app bites the dust... This was legendary, R. I. P.",4
Too many ads. This is getting ridiculous. Truckers need information on-the-fly. It may be time to find an alternative app.,0
Crashing on startup after last update. Worthless now. Too many ads anyway.,0
"This app was great when I first got it a few months ago. Since then it has gone downhill. With all the ads it was nearly impossible to use, so a few days ago I finally opted to try the $9.99 a month subscription and now since I've logged in the app won't even open! On ANY of my devices. Y'all better cancel my subscription because I can't even open the app to do it myself. Garbage.",4
Why is the app not working right now ?,0
Since the new update I hate this app.,1
sucks moose balls,0
This app used to be good. It's now loaded with ads and bloatware. Can't even use it properly.,3
In the last day the app had stopped opening. Doesn't work at all. I uninstalled and won't let me reinstall?,4
"The app doesn't even open correctly anymore. I've tried uninstalling it, and reinstalling it. I've tried clearing the cache too. However it just closes out immediately. I sent in a few reports with the system logs, but looking at the reviews I don't expect any response back. I've been getting less value out of this app over the last few months, and I think this was the push I needed to cancel my subscription.",3
App use to be amazing.. now it shutdown as soon as it opens.. fix it!!,1
"Not only does the app get worse and worse, due to more ads, more spots you can't remove that clog your map, ect. But the app doesn't even work after the newest Android update, just instantly closes itself. Garbage.. used for 4 years and it used to be incredible but looks like a new app will take its place at this point",3
"Once you open the app it shouts down, can't get it to work, I already uninstalled it and installed it and just made it worse",2
New update. App won't even try to open now.,4
"app was good, great actually. Now they want over $100 per year (nothing like gouging truckers) for features that used to be free. The app has gone downhill for the free users.",0
"Used to be my most used app. Obvious that whomever runs it not doesnt know squat about truckers. Loud ads when most of us use head phones? Are you trying to kill us? Ad when you open, ad when you click a stop, ad when you look at stop info, ad when you hit review. Ad when you back out to look for a different stop. Lather, rinse, repeat. Who's gonna pay you $100/yr for routing when we have paid a one-time fee for trucking GPS? And now it just crashes and wont even run anymore.",0
"Stsrting today this app is not usable . Having to many glitches , closing constantly by itself. It's time to move to Trackers Tools app.",0
Will not open after update,0
This app keeps Crashing csnt open it cant get anything what is going on????,3
To many ads,0
Too many ads...this was once a great app...now it crashes and ads suk,0
I can't used anymore the the app is keep stopping for some reason I try to open it put is stopping right the way,0
The app freezes alot and now it wont even come on at all,0
With new update it keeps crashing. Also way too many ads!!!!! I should be able to tell you about a new place without having to pay for something I do not need.,1
"This app, like so many others have stated used to be amazing. I use it for navigation but yesterday...the app has started crashing everything I open it. Maybe you idiots are so worried about pushing ads and getting people to buy into your services that you can't work out the bugs in your system. It's a real shame you care more about quantity over quality. In a world now that is depending on drivers more and more everyday it would be nice to have systems in place that actually cared about us.",0
I'm done with truckers path. Use to be the best app on the market. But greed got the better of them. I'll find something else to use i can't even open the app without it crashing off this last update its a joke at this point,2
This app was once good but now. Its absolutely worthless. They force so many adds on you that it crashes every time I open it. It will not even get past the load screen before it crashes. This is purely because of the greediness of the developers. You should be ashamed of yourselves. I extremely recommend not wasting your time on this app. What a shame. You went from being one of the best apps to the absolute worst app.,0
The app was good now it just crashes cant even open it I guess all good thing must end RIP,0
"There are some issues with the routing, it always seems to route 20+ miles out of the way. For instance, I was coming into Birmingham from the north going to Atlanta and the app wanted me to continue south on I-65 crossing I-20 to I-459 then come back up to I-20. And the app seems to think you can make a U-turn with a tractor/trailer at an intersection. Now today the app will not load at all. Have cancelled my gold subscription and deleted.",0
Govna pohlepna,0
App just keeps crashing. Cant even get passed the loading screen. Straight garbage.,3
"Use to be simple now you get the forced watched adds and they pop up every time you do literally anything. Open the app ADD, click on a truck stop ADD, view current info about truck stop ADD!!!! And now you get speedway stops on the map regardless of what your looking for so now you have to zoom waaaayyyy in just to get the info your looking for. This app is supposed to make a truckers life less frustrating and its doing the opposite. Iam done y'all can have it back i quit.",0
App won't open after last update - crush again and again. Ads become annoying. Seems uninstall and get other ones after 3 years of usage,4
Constantly crushing after last update. And to much of annoying commercials. People's using it while on the road. There no time for commercials.,0
"Crashing, unable to download update. Paid for subscription and still getting adds.",0
Not opening,0
All these apps are wrong will get you in trouble plan your routes instead with your atlas,0
Doesn't work any longer. Updated and it keeps shutting down. Uninstalled and installed again and still not working. Way to ruin your product,0
Will not open,0
After reading all the reviews I will not install this app thank you for everyone who has participated in the reviews it's sad that people have to use ads but thank you for everyone for their input I won't be installing this app whoever the owner of this app is maybe you should fix it and you might get some of your people back,0
Keeps on crashing. Did Swift buy them out?,0
"Was using app just a couple of hours ago, now I cant get into app. It keeps crashing and kicking me out before it even opens the app. I just updated it as well and still not opening. Please fix cuz I use this app every day!",3
"Update 4-23-29 app is complete garbage. A pox on the new owners house! I'm done wading through unending pop ups, and timed ads. The sub rate is ridiculous. To Hell with you, I'm out. 8-15-16 Works as advertised, especially when drivers are honest about the status of scales. There are a few, however that think it's a good laugh to misrepresent the actual status. Great for scouting places to park near shippers and receivers on side streets and such with the satellite view.",4
"Started Crashing all.of the sudden...sent feedback, uninstalled, reinstalled, still crashing...just started today. As professional drivers we used to love this app...now I'm looking for something to take it's place. Time to go.",0
It used to be great now it won't even load up and customer support will not answer your email,3
App keeps force closing.,3
"I too am experiencing the app crashing. In fact, all my apps that use google maps i.e. Loves, Pilot, Trucker Path are all crashing. I think it is a Google maps issue causing all this. AND...THE POP UP ADS NEED TO GO ASAP!",1
keeps closing right when you try to open it so you have to reinstall it each time! even if I paid the monthly subscription! wth!!!???,0
Was great for almost 2 years..today it froze an says trucker path keeps closing..so it updated an now only shows car routes unless i pay for the truck route this is BS..totally usless now for a trucker..uninstalling now thanks for nothing,4
App keeps stopping starting to feel like a waste,3
Was a great app until all the annoying ads took over....,4
Just like most are saying. It was once a good ap. Now removing it.,0
"I am paying for the navigation service. In the last 6 months I've yet to get a route that didn't try to take me through a residential neighborhood or do one or more U turns. Each time i can see the proper road ahead but nav will have you turning 14 times 2 blocks before destination to go through a restricted area. It also takes you beyond your destination and wants you to do a U turn. Also, turning off speed warning does nothing, constantly beeping at me even at 2 or 3 mph above. Garbage app.",0
Its terrible since you updated it,0
"I have used this app for YEARS, and when it was introduced, (1) It was free. (2) No Ads. (3) it WAS reliable. (4) again, No Ads. (5) it was easy to use, with No Glitches. Now?? Ads up the wazoo, and at critical times when you're trying to find information that you need. These little black signs pop up covering exit info and pretty much demanding that you rate a spot, or mark a location as a preferred stop (which is Utter Nonsense). Now, to the point that it wont even Load Up! Fail, Fail!!",1
This used to be a great app.. but now all of a sudden my app won't even open plus all the annoying pop-up ads.,4
Trucker path crashes now with the latest update.,3
"Keeps crashing, was great until today",0
Sucks because it won't stay open or even open. I dislike the new upgrades period.,0
"It is really helpful app,but.... those ads. And there seem to be a problem with the app, because it doesn't want to open. I uninstalled it and install again, but it still doesn't work.",3
"App keeps stopping whenever I try to open it. And to think, I almost bought the diamond package.",3
App always crashes and is very inaccurate,0
Was a great tool a few years ago to find a truck stop in the middle of nowhere but now you can't open it up without ads and pop ups pretty much saying pay me money and I'll quit sending you ads. I understand making money but be more subtle about it.,4
Приложени стало полнейшим дерьмом. Так еще и платным,0
Keeps crashing non stop. Everytime i open it it crashes,0
The app crashed now it won't even open. Looks like the ads killed it!!! This used to be an awesome tool looks like I'm going to buy a rand McNally tablet,0
"YOU GUYS JUST CRIPPLED THE APP WITH THIS MOST RECENT UPDATE! APP IS COMPLETELY BROKEN, LOCATIONS WONT LOAD, CANT CHOOSE PLACES, MAP FREEZES. WAY TO GO DIPSHIT.",2
App has stopped working for android.,0
App keeps shutting down as soon as I tap to open it,3
"Fix the app, I rely on it, it won't effing open I've uninstalled and reinstalled the app plus I've paid for my subscription",0
Now with all the ads it crashes every time you open it. Time to move on.,0
